#{"t_start": 1767367484.0701704, "env_id": "None"}
r,l,t
-8.75,47,1880.343892
110.75,108,1880.777323
-9.5,47,1880.965862
-8.0,47,1881.204587
-8.0,47,1881.423104
113.5,109,1881.888888
-8.5,47,1882.092943
-8.0,47,1882.292772
108.25,107,1882.772661
112.75,109,1887.064693
-8.0,47,1887.284426
109.75,108,1887.732314
113.5,109,1888.180972
-8.0,47,1888.415526
113.75,109,1888.901495
112.25,109,1889.398903
109.75,108,1889.85505
113.75,109,1890.323933
108.5,107,1890.786791
110.25,107,1891.239351
-11.25,46,1891.423686
113.25,109,1891.905203
112.75,109,1892.347361
113.5,109,1892.818247
113.0,109,1893.315843
113.75,109,1893.784267
113.75,109,1894.271867
109.25,108,1894.732273
113.0,109,1895.19427
114.0,109,1899.748474
113.5,109,1900.193601
110.0,108,1900.669635
-8.0,47,1900.870362
-8.0,47,1901.090445
-8.0,47,1901.286421
-8.0,47,1901.479694
110.25,108,1901.907063
-8.0,47,1902.104343
112.5,109,1902.56166
-8.75,47,1902.7563
112.5,109,1903.180742
107.75,107,1903.630794
108.5,109,1904.066859
-11.25,46,1904.29012
113.0,109,1904.764474
-8.0,47,1904.969313
-8.75,47,1905.181755
-8.5,47,1905.383375
114.0,109,1905.874502
-8.0,47,1906.069429
112.75,109,1906.56528
-8.0,47,1906.794016
-8.0,47,1907.023215
114.25,109,1907.508921
113.75,109,1908.019402
111.25,108,1912.550896
110.0,109,1913.047328
-8.0,47,1913.248508
110.75,109,1913.724883
-8.0,47,1913.918732
110.0,107,1914.366125
-8.0,47,1914.575117
-8.0,47,1914.785546
-9.5,47,1914.970802
111.5,109,1915.465388
112.5,109,1915.948045
110.0,107,1916.409807
-8.0,47,1916.617178
115.5,109,1917.1237
109.5,107,1917.599353
112.25,109,1918.070255
113.5,109,1918.533587
112.5,109,1918.96384
-8.0,47,1919.155257
116.0,110,1919.628427
-8.0,47,1919.826159
-8.5,47,1920.006816
114.5,109,1920.484159
-8.0,47,1920.693516
113.5,109,1921.176799
114.5,109,1925.64431
113.25,109,1926.120421
-8.0,47,1926.328703
115.5,109,1926.8192
-8.0,47,1927.022163
111.25,107,1927.487669
114.0,109,1928.004804
-8.0,47,1928.193703
111.5,107,1928.642672
113.25,109,1929.137966
112.75,109,1929.636258
-8.0,47,1929.865905
-8.75,47,1930.065276
113.25,109,1930.547755
113.75,109,1931.074436
113.75,109,1931.58097
-8.0,47,1931.781143
-8.0,47,1931.988127
113.75,109,1932.470403
109.25,108,1932.96185
111.25,107,1933.432568
110.75,108,1933.890491
109.5,107,1934.348358
113.5,109,1938.830426
113.0,109,1939.297535
113.25,109,1939.825755
-8.0,47,1940.048277
112.25,109,1940.496238
110.5,108,1940.933101
-8.75,47,1941.140914
-8.0,47,1941.339121
112.0,109,1941.775841
-8.0,47,1941.977848
-8.0,47,1942.199435
114.75,109,1942.654509
113.5,109,1943.125157
-8.75,47,1943.314145
112.25,109,1943.804774
114.0,109,1944.29934
113.0,109,1944.814158
-8.0,47,1945.076818
112.5,109,1945.534543
115.5,109,1946.03898
114.5,109,1946.508175
-8.0,47,1946.714108
112.0,109,1947.199597
114.75,109,1951.598857
109.25,108,1952.070549
115.0,109,1952.517258
112.75,109,1953.023947
114.25,109,1953.46663
-8.75,47,1953.694843
110.25,107,1954.188517
109.5,107,1954.658945
114.5,109,1955.182007
-8.0,47,1955.424915
111.25,107,1955.889635
-8.75,47,1956.109894
114.0,109,1956.636714
-8.0,47,1956.84028
113.75,109,1957.313982
114.5,109,1957.789073
-8.0,47,1957.996583
112.75,109,1958.472446
111.25,108,1958.972829
108.5,107,1959.460491
-8.0,47,1959.667006
114.25,109,1960.16476
-8.0,47,1960.366408
-8.5,47,1964.601717
113.0,109,1965.058013
110.5,108,1965.535461
115.0,109,1966.014896
114.25,109,1966.490141
-8.0,47,1966.696206
-8.75,47,1966.90332
-8.0,47,1967.116546
113.5,109,1967.605588
112.75,108,1968.068984
114.0,109,1968.548236
-8.0,47,1968.762495
-8.0,47,1968.984269
-8.0,47,1969.19451
110.5,107,1969.659595
-8.5,47,1969.895404
-8.5,47,1970.111434
114.75,109,1970.626126
111.75,108,1971.060448
113.5,109,1971.514885
113.25,109,1972.011996
-8.0,47,1972.214272
114.0,109,1972.703212
109.75,107,1973.173696
112.5,109,1978.091311
-8.0,47,1978.293796
-8.0,47,1978.509988
114.0,109,1978.955984
111.0,107,1979.41806
114.0,109,1979.871007
-8.0,47,1980.066547
114.5,109,1980.603051
-8.0,47,1980.823714
-8.0,47,1981.038922
-8.0,47,1981.2634
110.0,107,1981.767278
114.5,109,1982.229295
-8.0,47,1982.440967
-8.0,47,1982.648163
113.5,109,1983.110225
115.5,109,1983.591872
-8.0,47,1983.794773
110.0,107,1984.276601
112.25,109,1984.766237
-8.0,47,1984.960033
114.75,109,1985.468148
111.0,109,1985.946902
-8.0,47,1986.159848
-8.0,47,1986.367739
-8.75,47,1986.557192
111.0,109,1986.988811
-11.5,46,1991.311344
109.25,107,1991.761749
-8.0,47,1991.976491
-8.0,47,1992.204117
114.5,109,1992.696307
113.75,109,1993.181626
-8.0,47,1993.396998
113.5,109,1993.908413
111.75,108,1994.382265
112.75,109,1994.833682
113.5,109,1995.288403
109.25,107,1995.730602
111.0,109,1996.2053
-8.5,47,1996.422023
-8.0,47,1996.627438
110.25,107,1997.092753
114.5,109,1997.56907
108.75,107,1998.018927
112.25,109,1998.522192
115.0,109,1998.997893
109.5,107,1999.488417
113.25,109,1999.934384
109.5,107,2004.476341
-8.5,47,2004.656652
-11.0,46,2004.85108
-8.75,47,2005.065995
110.5,107,2005.52096
114.0,109,2006.006633
-8.5,47,2006.18146
-8.0,47,2006.372088
-8.0,47,2006.577464
109.75,108,2007.035852
114.25,109,2007.503942
111.5,109,2007.93949
111.5,107,2008.353471
109.5,107,2008.771825
-8.0,47,2008.962591
112.5,109,2009.455457
110.5,107,2009.907364
113.5,109,2010.429674
-8.5,47,2010.657484
112.75,109,2011.12201
114.25,109,2011.594389
112.0,108,2012.065168
-8.0,47,2012.256747
-9.25,47,2012.459461
113.75,109,2012.954545
-8.0,47,2017.208959
114.0,109,2017.68372
114.25,109,2018.137615
112.0,109,2018.623119
108.0,107,2019.066504
-8.0,47,2019.271436
112.25,108,2019.772965
-8.0,47,2019.99486
-10.5,46,2020.185125
110.75,108,2020.662403
112.0,108,2021.154316
113.25,109,2021.627264
-8.0,47,2021.837153
-8.0,47,2022.054428
-8.5,47,2022.25915
-8.75,47,2022.463941
-8.0,47,2022.665215
110.25,107,2023.135498
-8.5,47,2023.336421
-8.5,47,2023.535694
-8.0,47,2023.725963
-8.0,47,2023.924505
-9.25,47,2024.14246
110.75,107,2024.622005
-8.0,47,2024.802332
-8.0,47,2025.000512
114.25,109,2025.462434
-8.0,47,2025.703809
113.0,109,2030.366058
110.75,108,2030.808939
112.0,109,2031.248021
114.5,109,2031.754695
113.75,109,2032.194614
113.5,109,2032.706553
114.5,109,2033.169396
110.5,107,2033.633659
-8.0,47,2033.83
113.5,109,2034.277129
-8.5,47,2034.469921
109.75,107,2034.94474
110.25,107,2035.441706
-8.0,47,2035.662544
113.5,109,2036.11432
109.25,107,2036.584445
113.0,109,2037.073555
-8.0,47,2037.276109
112.0,109,2037.786127
-8.0,47,2037.988097
110.75,107,2038.439771
113.75,109,2038.924671
114.0,109,2043.5998
115.5,109,2044.041137
-8.75,47,2044.258361
115.5,109,2044.725822
114.75,109,2045.207614
115.0,109,2045.662416
112.5,109,2046.153962
-8.0,47,2046.351973
-8.75,47,2046.549872
-8.75,47,2046.765508
114.5,109,2047.252781
109.5,107,2047.716646
-10.5,46,2047.917463
-8.0,47,2048.111238
113.25,109,2048.598444
-9.25,47,2048.806439
113.75,109,2049.311655
-8.5,47,2049.536626
111.0,108,2049.987
110.75,107,2050.457041
-8.0,47,2050.668013
114.25,109,2051.143326
-8.75,47,2051.339751
113.75,109,2051.836978
114.0,109,2056.199472
114.25,109,2056.669874
-9.25,47,2056.864347
-8.0,47,2057.052653
114.25,109,2057.541698
114.0,109,2058.031078
114.5,109,2058.515545
114.0,109,2058.978716
115.0,109,2059.422526
-8.0,47,2059.643283
111.25,108,2060.111737
-8.0,47,2060.314286
114.0,109,2060.779799
-8.0,47,2060.988364
113.5,109,2061.442199
-8.0,47,2061.619916
114.0,109,2062.09105
110.5,107,2062.568112
114.25,109,2063.01193
-8.75,47,2063.199152
111.75,108,2063.6614
114.25,109,2064.141923
-8.5,47,2064.354971
115.0,109,2064.825826
110.5,107,2069.343615
113.25,109,2069.829143
114.0,109,2070.323812
110.25,107,2070.83261
-8.0,47,2071.048213
111.25,109,2071.508875
-8.5,47,2071.730648
-8.0,47,2071.943906
111.25,109,2072.398504
-8.0,47,2072.597639
109.25,107,2073.040393
110.75,108,2073.503408
111.0,108,2073.987397
-8.0,47,2074.192526
110.0,107,2074.626687
-8.0,47,2074.814232
-8.5,47,2075.015629
113.0,109,2075.510068
110.75,109,2075.967489
-8.0,47,2076.173124
108.5,107,2076.624419
113.5,109,2077.111944
110.0,107,2077.573985
110.25,107,2081.990031
115.0,109,2082.453853
113.5,109,2082.92767
112.25,109,2083.452046
113.0,109,2083.938004
113.0,109,2084.399921
113.75,109,2084.862749
113.25,109,2085.342819
112.0,109,2085.829096
112.0,108,2086.280912
-8.0,47,2086.47772
111.0,108,2086.963476
-8.5,47,2087.159195
111.0,108,2087.630552
-8.0,47,2087.826623
112.0,109,2088.320901
-8.0,47,2088.511674
-8.5,47,2088.719156
111.5,109,2089.178728
112.75,109,2089.636587
-8.0,47,2089.834715
113.25,109,2090.329526
-8.0,47,2090.536768
113.25,109,2094.951276
112.0,109,2095.377712
112.25,109,2095.860139
112.25,109,2096.355916
115.0,109,2096.816514
-8.0,47,2097.011084
112.75,109,2097.503225
-8.5,47,2097.724782
112.0,109,2098.182396
-8.0,47,2098.373277
112.0,109,2098.84554
113.75,109,2099.327196
-8.0,47,2099.56662
112.5,109,2100.004556
110.5,107,2100.477472
-8.0,47,2100.693471
112.5,109,2101.137561
-8.0,47,2101.315914
108.25,107,2101.764092
-8.0,47,2101.992154
110.0,107,2102.438637
-8.75,47,2102.635542
110.75,109,2103.096938
109.0,107,2107.578779
109.5,108,2108.058785
-8.75,47,2108.267075
-8.0,47,2108.48663
-8.0,47,2108.731589
-8.0,47,2108.952377
109.5,107,2109.390235
-8.0,47,2109.574294
110.5,108,2110.032923
114.0,109,2110.518361
114.0,109,2110.972962
114.5,109,2111.463848
109.75,107,2111.953064
110.75,109,2112.439862
114.5,109,2112.886324
114.25,109,2113.356465
-8.5,47,2113.5481
114.5,109,2114.018831
-9.0,47,2114.216005
-8.5,47,2114.432796
109.0,107,2114.870045
-8.0,47,2115.075237
-8.75,47,2115.275539
-8.0,47,2115.467612
110.75,108,2115.978848
-8.0,47,2116.194699
113.5,109,2120.871055
-8.75,47,2121.096099
-8.0,47,2121.270732
113.5,109,2121.716265
110.5,107,2122.181757
-8.0,47,2122.385698
114.0,109,2122.883909
112.25,108,2123.340686
110.0,109,2123.804773
-8.0,47,2123.995956
110.25,107,2124.5097
110.75,107,2124.983634
110.75,107,2125.478457
110.75,109,2125.906399
114.25,109,2126.303584
112.75,109,2126.731258
113.0,109,2127.171605
112.75,109,2127.658926
111.5,107,2128.117003
-8.0,47,2128.312127
-8.5,47,2128.536956
111.75,109,2129.026692
114.25,109,2133.520833
111.5,108,2133.98878
110.75,107,2134.451264
-8.0,47,2134.654627
-8.75,47,2134.858573
112.0,108,2135.348765
112.75,109,2135.804279
-8.5,47,2136.003604
-11.0,46,2136.209511
113.0,109,2136.644951
112.75,109,2137.089243
-8.0,47,2137.288731
-10.5,46,2137.48536
-8.75,47,2137.690655
114.5,109,2138.181233
-8.0,47,2138.384443
112.5,109,2138.864982
113.5,109,2139.34991
112.75,109,2139.861953
-8.0,47,2140.070786
113.75,109,2140.53081
113.0,109,2141.014428
110.5,107,2141.460969
-8.0,47,2141.667103
112.0,109,2142.166335
111.0,107,2146.686418
-8.0,47,2146.894226
109.75,107,2147.372825
115.5,109,2147.861416
109.0,107,2148.331163
-8.0,47,2148.531685
114.0,109,2148.996114
113.25,109,2149.482729
113.5,109,2149.961816
-8.5,47,2150.199979
112.5,108,2150.64816
107.25,107,2151.096011
112.0,109,2151.531637
111.25,109,2152.018517
-8.0,47,2152.23112
109.75,107,2152.706626
112.75,109,2153.204427
-8.0,47,2153.415664
-8.0,47,2153.624676
107.75,107,2154.067779
113.75,109,2154.572077
112.0,109,2155.070388
114.5,109,2159.733458
111.5,107,2160.202735
-8.0,47,2160.416045
111.0,107,2160.883748
112.5,109,2161.386264
-8.0,47,2161.574829
-8.5,47,2161.792414
112.5,109,2162.229541
112.25,109,2162.717891
111.25,107,2163.190496
-8.0,47,2163.390254
113.5,109,2163.862626
113.75,109,2164.365797
-8.5,47,2164.5866
115.25,109,2165.046062
114.0,109,2165.524626
111.75,109,2166.010204
114.75,109,2166.506107
-8.75,47,2166.706482
113.75,109,2167.179082
-8.75,47,2167.394363
110.25,107,2167.864071
113.5,109,2168.344457
111.5,107,2172.774355
114.5,109,2173.258444
113.5,109,2173.72385
112.75,109,2174.206625
-8.0,47,2174.397734
112.75,109,2174.864919
115.0,109,2175.351293
111.5,107,2175.853512
113.5,109,2176.2866
109.25,107,2176.760135
114.75,109,2177.222526
-8.0,47,2177.414989
108.25,107,2177.871355
108.5,107,2178.322248
-8.0,47,2178.516269
112.25,109,2178.969182
114.25,109,2179.444146
115.0,109,2179.921292
114.0,109,2180.353342
-8.5,47,2180.530132
-8.5,47,2180.721743
-9.25,47,2180.887878
115.5,109,2185.391682
112.75,109,2185.899778
114.5,109,2186.332977
-8.0,47,2186.516203
110.75,107,2186.984495
113.75,109,2187.453373
114.0,109,2187.928201
114.0,109,2188.433676
114.25,109,2188.927931
-8.5,47,2189.160784
-9.0,47,2189.37454
112.25,109,2189.839272
114.5,109,2190.290662
114.5,109,2190.727381
109.25,108,2191.210674
112.25,109,2191.698601
-9.25,47,2191.923251
107.25,106,2192.341976
113.75,109,2192.830925
112.5,109,2193.31002
-8.0,47,2193.504461
111.5,109,2193.957331
-8.0,47,2194.159421
-8.75,47,2198.352561
-8.0,47,2198.578994
108.5,107,2199.070773
114.5,109,2199.541729
113.25,109,2200.01322
112.5,109,2200.471986
-10.5,46,2200.654652
110.5,108,2201.181421
114.0,109,2201.673934
111.0,107,2202.149504
-8.0,47,2202.349276
113.5,109,2202.834523
113.75,109,2203.314885
113.75,109,2203.796044
-8.0,47,2203.991923
-8.0,47,2204.201459
112.5,109,2204.687201
114.5,109,2205.153613
114.75,109,2205.632634
-10.5,46,2205.8331
108.75,107,2206.279907
113.5,109,2206.785441
112.75,109,2207.258183
111.0,107,2211.828402
110.0,107,2212.302308
-8.75,47,2212.530939
112.75,109,2213.022097
108.0,107,2213.486135
109.75,107,2213.952583
114.5,109,2214.457999
-10.5,46,2214.680994
114.75,109,2215.166476
108.5,107,2215.680713
114.0,109,2216.217415
-10.5,46,2216.412555
112.5,109,2216.910868
110.0,107,2217.37484
-8.5,47,2217.599235
113.75,109,2218.102944
-10.5,46,2218.314891
-9.5,47,2218.516125
-11.0,46,2218.729611
114.0,109,2219.193346
-8.0,47,2219.388296
-8.0,47,2219.610115
108.75,107,2220.084553
111.5,109,2220.594271
110.25,107,2225.140241
-8.0,47,2225.334998
114.5,109,2225.799024
111.5,108,2226.284421
-8.0,47,2226.483753
113.0,109,2226.953317
-8.75,47,2227.148033
-8.0,47,2227.338548
112.5,109,2227.857186
115.0,109,2228.369515
-9.5,47,2228.608071
-8.0,47,2228.809527
-8.0,47,2229.049836
113.75,109,2229.499799
-8.0,47,2229.703539
110.75,108,2230.171632
-8.0,47,2230.378532
112.25,109,2230.872023
113.5,109,2231.353366
-8.0,47,2231.554134
114.25,109,2232.022513
-8.0,47,2232.267994
-8.0,47,2232.460222
-8.0,47,2232.688039
114.0,109,2233.15165
-8.0,47,2233.365446
113.0,109,2237.991739
112.5,109,2238.436241
107.75,107,2238.908942
-8.0,47,2239.142364
-8.0,47,2239.312365
111.25,109,2239.803514
109.0,108,2240.265503
111.25,109,2240.680611
-8.0,47,2240.855215
-8.0,47,2241.049882
108.5,107,2241.455628
114.0,109,2241.917993
112.5,109,2242.396568
111.25,108,2242.865152
113.0,109,2243.300757
113.5,109,2243.787714
110.5,107,2244.248262
112.5,108,2244.755496
-8.0,47,2244.941321
-8.5,47,2245.163299
111.25,108,2245.622393
-8.0,47,2245.819881
-8.75,47,2246.045703
-8.0,47,2246.236472
109.75,107,2250.864116
-8.0,47,2251.061935
111.75,108,2251.517807
111.25,108,2251.983157
-8.75,47,2252.173851
-8.0,47,2252.364428
109.75,107,2252.825586
109.5,107,2253.282777
114.75,109,2253.773579
112.5,109,2254.272152
-8.5,47,2254.488941
-8.0,47,2254.716371
-8.0,47,2254.906193
114.5,109,2255.399533
112.25,109,2255.857872
113.75,109,2256.345855
-10.5,46,2256.510583
-8.0,47,2256.715208
114.0,109,2257.167954
110.0,107,2257.667856
113.0,109,2258.149829
114.0,109,2258.619151
-8.0,47,2258.817889
-8.0,47,2259.034657
112.0,109,2259.491261
-8.0,47,2259.691981
112.0,109,2264.304368
-8.0,47,2264.506356
-8.75,47,2264.726032
-8.5,47,2264.937313
110.25,109,2265.392137
-8.0,47,2265.62763
109.5,107,2266.107257
114.0,109,2266.595497
111.5,108,2267.096557
110.0,108,2267.588753
113.75,109,2268.077701
-8.0,47,2268.301996
-8.0,47,2268.54526
114.25,109,2268.992857
-8.0,47,2269.204652
-8.0,47,2269.418324
113.5,109,2269.906755
111.0,108,2270.383055
114.0,109,2270.860135
-8.0,47,2271.061728
111.5,109,2271.495306
113.0,109,2271.974716
114.25,109,2272.480901
112.5,109,2272.952244
-8.0,47,2277.100631
-8.75,47,2277.300384
-8.0,47,2277.503459
113.25,109,2277.975647
113.25,109,2278.45956
110.5,107,2278.90843
-8.0,47,2279.115625
109.5,107,2279.616405
110.25,107,2280.096126
113.75,109,2280.529588
114.5,110,2281.024305
-9.5,47,2281.234751
112.5,109,2281.735778
110.0,107,2282.198023
112.5,109,2282.674809
-8.0,47,2282.902616
114.25,109,2283.375243
-8.0,47,2283.564167
108.5,107,2284.038141
-8.0,47,2284.212558
-8.5,47,2284.414841
114.5,109,2284.86733
-8.0,47,2285.074732
114.25,109,2285.553309
114.25,109,2290.13285
110.5,107,2290.567169
114.0,109,2291.017816
-8.0,47,2291.225974
-8.5,47,2291.42885
113.75,109,2291.945365
112.75,109,2292.418511
110.0,107,2292.878962
-8.0,47,2293.097483
112.5,109,2293.534809
109.0,107,2294.022338
110.25,108,2294.493726
-8.0,47,2294.717518
111.75,108,2295.167484
110.5,109,2295.642653
-10.5,46,2295.839898
111.5,107,2296.280202
-8.5,47,2296.484778
113.5,109,2296.991219
-8.0,47,2297.202464
109.75,107,2297.687
-8.75,47,2297.868871
-8.0,47,2298.091875
113.0,109,2298.534698
114.5,109,2302.92818
112.75,109,2303.36235
115.5,109,2303.845135
114.5,109,2304.302881
113.25,109,2304.778412
-10.5,46,2304.94622
-8.0,47,2305.145539
112.25,109,2305.600407
113.5,109,2306.076579
111.5,107,2306.539789
111.25,108,2307.034755
-8.75,47,2307.264103
112.5,109,2307.683231
-8.0,47,2307.877268
111.25,109,2308.384198
112.75,109,2308.892847
113.75,109,2309.40752
-8.5,47,2309.64288
112.5,109,2310.166127
-8.0,47,2310.375464
112.5,109,2310.886993
-8.0,47,2311.084415
-8.0,47,2311.302632
114.75,109,2311.818355
112.0,109,2316.261878
109.0,108,2316.725768
109.25,108,2317.207228
111.25,107,2317.676204
111.0,107,2318.153818
109.5,107,2318.642634
111.0,108,2319.110166
112.75,109,2319.557875
110.0,108,2320.018394
-8.75,47,2320.244687
113.5,109,2320.736343
113.5,109,2321.211828
110.0,107,2321.666006
109.0,107,2322.131106
-8.75,47,2322.338062
-8.0,47,2322.56813
112.5,109,2323.026403
-8.0,47,2323.220105
112.0,109,2323.703616
-8.0,47,2323.919843
112.0,108,2324.405132
110.5,107,2329.114139
113.25,109,2329.597206
-8.0,47,2329.813268
115.0,109,2330.251262
111.75,109,2330.718289
-8.5,47,2330.931885
-8.75,47,2331.144075
113.75,109,2331.631116
109.75,107,2332.108673
-8.0,47,2332.317854
112.25,108,2332.813599
-8.0,47,2333.02891
112.25,109,2333.504032
113.75,109,2333.969444
113.5,109,2334.455105
113.25,109,2334.928998
108.5,107,2335.397868
-8.0,47,2335.626971
112.75,109,2336.125483
-8.0,47,2336.341551
-9.0,47,2336.550268
-8.0,47,2336.783093
-8.5,47,2336.999994
111.25,109,2337.44969
113.25,109,2337.93176
114.0,109,2342.461314
-8.0,47,2342.682629
-8.0,47,2342.870415
112.25,109,2343.33329
-8.0,47,2343.536622
114.75,109,2344.00946
-8.0,47,2344.246386
113.25,109,2344.716783
110.25,108,2345.188189
110.5,107,2345.649776
-8.0,47,2345.862165
-8.0,47,2346.063277
113.25,109,2346.519875
-8.75,47,2346.732856
115.5,109,2347.232157
-8.0,47,2347.440598
107.5,107,2347.930232
113.75,109,2348.413077
111.5,108,2348.880027
111.25,109,2349.360957
112.75,109,2349.846386
-8.75,47,2350.064096
-8.0,47,2350.262378
112.75,109,2350.728421
-8.0,47,2350.943696
112.25,109,2355.571736
113.5,109,2356.063396
-8.0,47,2356.28291
-8.0,47,2356.498276
113.25,109,2356.974822
113.0,109,2357.46
111.0,107,2357.925396
113.25,109,2358.403571
-8.5,47,2358.650268
-8.0,47,2358.84044
-8.5,47,2359.089152
112.25,109,2359.554824
114.5,109,2360.044498
108.5,107,2360.47355
111.0,109,2360.94435
109.75,107,2361.349697
115.0,109,2361.824995
113.75,109,2362.327561
-8.0,47,2362.553791
114.25,109,2363.014633
106.25,107,2363.436074
-9.25,47,2363.664896
114.0,109,2364.126311
110.5,107,2368.81155
113.25,109,2369.281659
112.75,109,2369.761723
114.75,109,2370.220572
114.5,109,2370.682304
-8.0,47,2370.875882
-8.0,47,2371.112158
-8.0,47,2371.320485
115.0,109,2371.758359
112.0,109,2372.236134
111.0,107,2372.685167
111.75,108,2373.135557
112.75,109,2373.600012
114.25,109,2374.087817
110.0,107,2374.567681
-8.0,47,2374.78691
113.0,109,2375.27614
110.75,107,2375.780597
109.5,107,2376.272709
113.5,109,2376.78021
115.5,109,2377.257625
109.0,107,2381.861547
-8.75,47,2382.067199
115.0,109,2382.549823
114.5,109,2383.047518
112.5,108,2383.489791
-8.0,47,2383.715847
111.0,107,2384.185017
112.0,109,2384.653881
-8.0,47,2384.858489
113.75,109,2385.307723
113.5,109,2385.806762
112.25,109,2386.282148
-8.0,47,2386.490547
114.0,109,2386.964894
110.75,108,2387.474559
-8.0,47,2387.688572
112.25,109,2388.174752
-8.0,47,2388.379927
114.0,109,2388.855407
112.5,109,2389.324152
-8.0,47,2389.526168
-8.0,47,2389.732963
113.0,109,2390.189116
114.75,109,2394.610789
111.25,108,2395.059919
-8.0,47,2395.269442
112.25,108,2395.75247
-8.5,47,2395.960124
-8.0,47,2396.167681
112.75,109,2396.645396
114.25,109,2397.092582
114.5,109,2397.573134
-8.5,47,2397.76702
-8.0,47,2397.972437
113.25,109,2398.450772
113.75,109,2398.920732
111.25,107,2399.435199
-8.75,47,2399.626079
-8.0,47,2399.82373
112.0,107,2400.276476
109.5,107,2400.77181
108.75,107,2401.254588
113.5,109,2401.747205
110.5,108,2402.230867
-8.75,47,2402.459103
114.0,109,2402.942456
110.25,107,2403.375423
114.0,109,2407.742441
113.25,109,2408.227286
114.25,109,2408.704659
-9.25,47,2408.930984
-9.0,47,2409.164877
115.0,109,2409.663365
-8.0,47,2409.899339
113.75,109,2410.418984
113.75,109,2410.874114
116.0,109,2411.375545
114.5,109,2411.862849
114.5,109,2412.367843
113.25,109,2412.849191
114.5,109,2413.308041
112.5,109,2413.804242
112.25,109,2414.289953
114.0,109,2414.814418
114.5,109,2415.303191
-8.0,47,2415.47813
113.25,109,2415.927286
-8.0,47,2416.132239
-8.0,47,2416.338033
-8.0,47,2416.550222
113.0,109,2420.736539
-8.5,47,2420.920997
-8.0,47,2421.130517
111.0,108,2421.603029
113.25,109,2422.080469
112.0,109,2422.573835
-8.0,47,2422.800137
113.5,108,2423.284084
114.5,109,2423.771506
-8.75,47,2423.965226
-8.5,47,2424.169316
-8.0,47,2424.369612
111.0,107,2424.816172
115.0,109,2425.250541
-8.0,47,2425.444919
115.0,109,2425.914477
-10.5,46,2426.108542
110.5,107,2426.556381
113.25,109,2427.073119
-8.0,47,2427.268844
110.0,107,2427.725264
112.75,109,2428.176843
111.25,107,2428.651947
109.25,107,2429.158967
114.0,109,2433.455996
115.5,109,2433.938502
114.0,108,2434.442189
109.0,107,2434.896506
-8.0,47,2435.113203
-8.0,47,2435.315247
-8.0,47,2435.518077
112.75,109,2435.988436
110.0,107,2436.455018
-8.0,47,2436.656981
-8.0,47,2436.860823
114.5,109,2437.351162
-10.5,46,2437.569542
112.0,107,2438.038483
112.5,109,2438.511659
114.25,109,2438.990015
-8.75,47,2439.218812
-8.0,47,2439.422612
114.5,109,2439.890446
-8.5,47,2440.106616
-8.0,47,2440.315582
112.0,109,2440.773663
-8.0,47,2440.978693
111.5,108,2441.471975
116.0,109,2441.93534
114.25,109,2446.296503
111.75,108,2446.777776
112.5,109,2447.24992
113.75,109,2447.746597
-8.0,47,2447.931889
-8.5,47,2448.128403
-8.0,47,2448.326175
113.75,109,2448.843612
115.5,109,2449.302291
-8.0,47,2449.526785
-8.0,47,2449.748495
114.5,109,2450.234879
110.75,108,2450.70266
-8.75,47,2450.887104
113.5,109,2451.380166
-8.0,47,2451.613997
-8.0,47,2451.816279
114.25,109,2452.306265
-8.0,47,2452.512812
111.0,107,2452.968431
114.25,109,2453.486812
114.25,109,2453.974941
-8.75,47,2454.166343
-8.0,47,2454.35766
111.5,107,2454.817993
111.0,107,2459.262151
110.25,107,2459.76641
111.75,108,2460.250869
-8.0,47,2460.432114
111.5,107,2460.899275
-11.0,46,2461.095516
-8.0,47,2461.314425
-8.0,47,2461.515386
-8.0,47,2461.736293
113.0,109,2462.226464
115.25,109,2462.690555
110.0,107,2463.169868
114.5,109,2463.61766
113.75,109,2464.058538
114.25,109,2464.550436
112.5,108,2465.014409
115.5,109,2465.451746
110.0,108,2465.906598
110.0,107,2466.395115
-8.0,47,2466.593094
-8.0,47,2466.816993
111.0,107,2467.268191
113.0,109,2467.760142
-8.0,47,2471.938086
114.5,109,2472.399606
110.25,107,2472.848044
111.0,108,2473.348513
114.25,109,2473.841838
112.5,108,2474.327453
114.0,109,2474.805817
114.25,109,2475.271114
112.75,108,2475.775075
109.5,107,2476.209752
113.0,109,2476.653702
113.75,109,2477.147152
112.75,108,2477.621818
113.25,109,2478.101455
110.5,107,2478.585411
-8.5,47,2478.802962
111.0,107,2479.247202
-8.75,47,2479.4621
114.5,109,2479.933835
113.75,109,2480.406013
110.75,107,2484.872668
115.0,109,2485.327968
-8.5,47,2485.531966
-10.5,46,2485.747928
116.0,110,2486.215629
112.0,108,2486.673697
114.75,109,2487.153843
116.0,109,2487.655505
110.75,107,2488.092192
110.25,107,2488.538982
-10.5,46,2488.728011
-8.0,47,2488.922456
-8.0,47,2489.121723
115.25,109,2489.607429
-8.0,47,2489.797379
110.25,107,2490.26463
111.25,108,2490.748552
115.25,109,2491.226691
111.5,107,2491.683723
-8.0,47,2491.897422
114.5,109,2492.40673
115.5,109,2492.860904
-8.0,47,2493.062612
-8.0,47,2493.272359
-8.0,47,2493.489697
113.5,109,2497.952398
-8.5,47,2498.150046
114.5,109,2498.616131
-8.0,47,2498.831504
-8.0,47,2499.033376
110.75,107,2499.490256
114.5,109,2499.911113
